Тираж;Дата;Время;∑ чисел выпавших;∑ чисел не выпавших;μ число;⌓ Медиана;Повторения чисел;σ² Дисперсия;σ СКО;↑ Макс;↓ Мин;Четных;Нечетных;Кол-во простых;Кол-во составных;Кол-во низких;Кол-во высоких;Кол-во треугольных;Кол-во квадратных;Кол-во зеркальных
1162;01.07.2026;13:01;67;1763;11,1667;12;да;39,1389;6,2561;18;1;3;3;2;3;6;0;1;2;3
1163;01.07.2026;14:01;76;1771;12,6667;13,5;да;17,5556;4,1899;17;7;2;4;4;2;6;0;0;1;3
1164;01.07.2026;15:01;60;1781;10;10,5;да;28;5,2915;19;1;2;4;3;2;6;0;2;1;4
1165;01.07.2026;16:01;56;1782;9,3333;8,5;да;25,8889;5,0881;18;1;4;2;0;5;6;0;1;2;4
1166;01.07.2026;17:01;53;1783;8,8333;6;нет;44,4722;6,6687;19;2;3;3;4;2;6;0;3;0;4
1167;01.07.2026;18:01;59;1771;9,8333;10;да;31,1389;5,5802;17;2;3;3;3;3;6;0;0;3;4
1168;01.07.2026;19:01;68;1762;11,3333;11,5;да;5,5556;2,357;15;8;2;4;2;4;6;0;1;1;3
1169;01.07.2026;20:01;63;1775;10,5;9,5;да;15,25;3,9051;18;6;5;1;1;5;6;0;1;0;4
1170;01.07.2026;21:01;47;1783;7,8333;7,5;да;29,4722;5,4288;17;1;1;5;4;1;6;0;3;1;4
1171;02.07.2026;12:01;77;1769;12,8333;15;нет;34,1389;5,8429;20;2;5;1;1;5;6;0;0;3;2
1172;02.07.2026;13:01;59;1777;9,8333;8;да;32,8056;5,7276;20;3;5;1;1;5;6;0;4;0;3
1173;02.07.2026;14:01;44;1786;7,3333;7;да;19,8889;4,4597;15;1;4;2;0;5;6;0;4;2;4
1174;02.07.2026;15:01;78;1752;13;14;да;27,3333;5,2281;20;5;4;2;2;4;6;0;0;1;2
1175;02.07.2026;16:01;61;1769;10,1667;8,5;да;30,4722;5,5202;19;4;3;3;2;4;6;0;0;3;4
1176;02.07.2026;17:01;74;1756;12,3333;11,5;да;33,2222;5,7639;20;5;2;4;3;3;6;0;0;1;3
1177;02.07.2026;18:01;59;1771;9,8333;9,5;да;35,1389;5,9278;20;1;3;3;2;3;6;0;2;1;4
1178;02.07.2026;19:01;70;1760;11,6667;11,5;да;20,5556;4,5338;19;6;2;4;3;3;6;0;3;0;2
1179;02.07.2026;20:01;54;1783;9;7;да;36,3333;6,0277;18;1;2;4;3;2;6;0;1;2;4
1180;02.07.2026;21:01;52;1778;8,6667;8,5;да;13,2222;3,6362;14;4;4;2;2;4;6;0;1;1;3
1181;03.07.2026;12:01;79;1771;13,1667;14,5;да;42,8056;6,5426;20;4;5;1;1;5;6;0;1;1;3
1182;03.07.2026;13:01;71;1759;11,8333;13,5;да;51,1389;7,1511;20;1;3;3;1;4;6;0;2;2;2
1183;03.07.2026;14:01;47;1783;7,8333;7;да;24,8056;4,9805;16;1;5;1;0;5;6;0;2;3;4
1184;03.07.2026;15:01;67;1763;11,1667;12,5;да;65,1389;8,0709;20;1;3;3;3;2;6;0;1;1;3
1185;03.07.2026;16:01;51;1791;8,5;8;нет;17,25;4,1533;16;4;5;1;1;5;6;0;0;3;5
1186;03.07.2026;17:01;58;1772;9,6667;9,5;нет;42,5556;6,5235;18;1;2;4;3;2;6;0;2;1;3
1187;03.07.2026;18:01;74;1756;12,3333;14,5;да;42,5556;6,5235;19;1;2;4;3;2;6;0;1;1;2
1188;03.07.2026;19:01;40;1790;6,6667;5,5;да;31,8889;5,647;18;1;4;2;2;3;6;0;1;2;5
1189;03.07.2026;20:01;74;1756;12,3333;12,5;да;27,2222;5,2175;19;5;2;4;3;3;6;0;0;2;3
1190;03.07.2026;21:01;51;1779;8,5;7;да;23,9167;4,8905;16;3;5;1;1;5;6;0;2;2;4
1191;04.07.2026;12:01;72;1780;12;14;да;27,3333;5,2281;17;5;2;4;4;2;6;0;0;1;2
1192;04.07.2026;13:01;65;1765;10,8333;10,5;нет;25,8056;5,0799;19;4;3;3;2;4;6;0;3;1;3
1193;04.07.2026;14:01;46;1784;7,6667;7;да;19,8889;4,4597;15;2;2;4;3;3;6;0;1;2;5
1194;04.07.2026;15:01;56;1774;9,3333;8;да;29,5556;5,4365;19;2;2;4;4;2;6;0;1;1;4
1195;04.07.2026;16:01;64;1766;10,6667;10,5;да;48,8889;6,9921;20;1;2;4;2;3;6;0;3;1;3
1196;04.07.2026;17:01;60;1770;10;11,5;да;25,6667;5,0662;16;1;4;2;1;4;6;0;2;2;3
1197;04.07.2026;18:01;31;1799;5,1667;4,5;нет;7,1389;2,6719;10;2;3;3;4;2;6;0;2;1;5
1198;04.07.2026;19:01;73;1774;12,1667;15,5;да;44,4722;6,6687;19;2;3;3;4;2;6;0;0;1;2
1199;04.07.2026;20:01;86;1757;14,3333;14;да;3,2222;1,795;17;12;2;4;3;3;6;0;1;1;0
1200;04.07.2026;21:01;65;1765;10,8333;11,5;да;24,1389;4,9131;17;3;1;5;3;3;6;0;2;1;3
1201;05.07.2026;12:01;65;1765;10,8333;9,5;нет;45,1389;6,7185;20;2;3;3;4;2;6;0;0;0;4
1202;05.07.2026;13:01;57;1773;9,5;11;нет;29,5833;5,4391;16;1;3;3;1;4;6;0;1;4;3
1203;05.07.2026;14:01;58;1772;9,6667;10;да;23,2222;4,8189;17;2;2;4;4;2;6;0;1;1;4
1204;05.07.2026;15:01;60;1786;10;9;да;21,3333;4,6188;16;4;6;0;0;6;6;0;2;3;3
1205;05.07.2026;16:01;67;1763;11,1667;13;нет;31,8056;5,6396;18;1;3;3;1;4;6;0;2;1;2
1206;05.07.2026;17:01;64;1770;10,6667;11,5;да;27,8889;5,281;18;4;4;2;1;5;6;0;2;2;2
1207;05.07.2026;18:01;50;1780;8,3333;7,5;да;42,5556;6,5235;17;1;2;4;3;2;6;0;3;1;3
1208;05.07.2026;19:01;58;1772;9,6667;9;нет;10,8889;3,2998;16;6;4;2;2;4;6;0;2;1;4
1209;05.07.2026;20:01;56;1782;9,3333;8;да;12,2222;3,496;15;5;2;4;3;3;6;0;1;0;4
1210;05.07.2026;21:01;64;1766;10,6667;13;да;37,5556;6,1283;17;1;2;4;2;3;6;0;2;3;3
1211;06.07.2026;12:01;69;1761;11,5;11,5;нет;45,5833;6,7515;20;2;3;3;3;3;6;0;0;1;3
1212;06.07.2026;13:01;74;1756;12,3333;12,5;да;36,8889;6,0736;20;2;4;2;1;5;6;0;2;1;2
1213;06.07.2026;14:01;64;1766;10,6667;10;да;20,8889;4,5704;17;5;2;4;3;3;6;0;1;2;4
1214;06.07.2026;15:01;61;1769;10,1667;11;да;32,4722;5,6984;17;2;3;3;3;3;6;0;0;3;3
1215;06.07.2026;16:01;91;1759;15,1667;16,5;да;29,4722;5,4288;20;4;5;1;1;5;6;0;0;2;1
1216;06.07.2026;17:01;73;1757;12,1667;13,5;да;34,4722;5,8713;19;3;3;3;3;3;6;0;2;0;2
1217;06.07.2026;18:01;66;1764;11;12,5;да;25,6667;5,0662;17;2;2;4;4;2;6;0;1;0;2
1218;06.07.2026;19:01;63;1781;10,5;12;нет;41,25;6,4226;20;1;5;1;0;5;6;0;2;2;2
1219;06.07.2026;20:01;73;1757;12,1667;12;да;28,8056;5,3671;19;4;5;1;1;5;6;0;1;1;2
1220;06.07.2026;21:01;46;1792;7,6667;7,5;да;4,8889;2,2111;12;5;4;2;2;4;6;0;1;0;5
1221;07.07.2026;12:01;95;1769;15,8333;17;да;19,4722;4,4127;20;7;1;5;3;3;6;0;2;0;1
1222;07.07.2026;13:01;46;1791;7,6667;6;да;39,2222;6,2628;17;1;2;4;1;3;6;0;5;2;4
1223;07.07.2026;14:01;70;1760;11,6667;13;да;46,5556;6,8232;20;1;2;4;2;3;6;0;2;1;3
1224;07.07.2026;15:01;64;1766;10,6667;10,5;да;41,2222;6,4205;20;2;4;2;3;3;6;0;0;1;3
1225;07.07.2026;16:01;75;1755;12,5;14;да;20,25;4,5;18;6;3;3;2;4;6;0;2;1;2
1226;07.07.2026;17:01;79;1768;13,1667;17;да;47,8056;6,9142;20;3;3;3;3;3;6;0;1;1;2
1227;07.07.2026;18:01;49;1781;8,1667;7,5;да;18,4722;4,2979;15;3;3;3;1;5;6;0;3;2;4
1228;07.07.2026;19:01;62;1771;10,3333;9;да;46,8889;6,8475;20;3;4;2;2;4;6;0;3;0;3
1229;07.07.2026;20:01;54;1776;9;6,5;да;58,6667;7,6594;20;1;4;2;2;3;6;0;3;1;3
1230;07.07.2026;21:01;59;1771;9,8333;9;да;29,1389;5,398;20;4;3;3;3;3;6;0;0;1;4
1231;08.07.2026;12:01;50;1782;8,3333;9,5;да;24,8889;4,9889;16;2;4;2;3;3;6;0;1;2;4
1232;08.07.2026;13:01;58;1777;9,6667;9,5;да;19,2222;4,3843;18;5;2;4;3;3;6;0;1;1;4
1233;08.07.2026;14:01;66;1764;11;9,5;да;22,6667;4,761;20;6;4;2;1;5;6;0;2;1;3
1234;08.07.2026;15:01;43;1792;7,1667;5,5;да;9,8056;3,1314;12;4;3;3;3;3;6;0;1;1;5
1235;08.07.2026;16:01;76;1754;12,6667;11,5;нет;25,2222;5,0222;20;7;4;2;1;5;6;0;0;1;3
1236;08.07.2026;17:01;65;1765;10,8333;10;да;34,8056;5,8996;19;3;1;5;5;1;6;0;2;0;3
1237;08.07.2026;18:01;46;1789;7,6667;7,5;да;11,8889;3,448;12;3;2;4;4;2;6;0;2;0;4
1238;08.07.2026;19:01;84;1764;14;15;да;15,6667;3,9581;18;7;4;2;2;4;6;0;0;1;2
1239;08.07.2026;20:01;44;1787;7,3333;7;да;30,8889;5,5578;16;1;2;4;1;3;6;0;2;4;4
1240;08.07.2026;21:01;78;1752;13;13;да;12,6667;3,559;18;7;4;2;2;4;6;0;0;1;2
1241;09.07.2026;12:01;47;1789;7,8333;6,5;да;7,8056;2,7939;13;5;3;3;3;3;6;0;3;0;4
1242;09.07.2026;13:01;41;1789;6,8333;5,5;да;18,4722;4,2979;13;2;3;3;4;2;6;0;1;1;4
1243;09.07.2026;14:01;45;1785;7,5;4,5;да;39,5833;6,2915;20;2;3;3;4;2;6;0;1;1;5
1244;09.07.2026;15:01;42;1809;7;6;да;4,6667;2,1603;10;5;4;2;2;4;6;0;4;0;4
1245;09.07.2026;16:01;78;1752;13;14,5;да;40,6667;6,377;20;4;4;2;2;4;6;0;1;1;3
1246;09.07.2026;17:01;53;1780;8,8333;8;да;46,1389;6,7926;19;1;1;5;4;1;6;0;3;1;3
1247;09.07.2026;18:01;59;1771;9,8333;11,5;да;23,8056;4,8791;15;1;3;3;1;4;6;0;3;1;3
1248;09.07.2026;19:01;55;1775;9,1667;8,5;да;34,1389;5,8429;18;2;5;1;2;4;6;0;0;1;3
1249;09.07.2026;20:01;68;1762;11,3333;12;да;24,8889;4,9889;19;3;2;4;4;2;6;0;1;0;3
1250;09.07.2026;21:01;76;1754;12,6667;12,5;да;22,8889;4,7842;19;7;2;4;3;3;6;0;0;2;3
1251;10.07.2026;12:01;48;1786;8;7,5;нет;23,6667;4,8648;15;2;4;2;2;4;6;0;1;2;4
1252;10.07.2026;13:01;66;1764;11;11,5;да;20;4,4721;18;5;4;2;2;4;6;0;1;0;3
1253;10.07.2026;14:01;49;1781;8,1667;8,5;да;15,1389;3,8909;14;3;3;3;3;3;6;0;2;1;4
1254;10.07.2026;15:01;69;1773;11,5;12;да;15,5833;3,9476;17;6;3;3;2;4;6;0;2;0;2
1255;10.07.2026;16:01;35;1795;5,8333;5,5;да;9,8056;3,1314;11;1;3;3;2;3;6;0;2;2;6
1256;10.07.2026;17:01;53;1777;8,8333;7,5;да;18,4722;4,2979;18;5;3;3;2;4;6;0;1;1;5
1257;10.07.2026;18:01;60;1770;10;8,5;да;35,3333;5,9442;19;1;2;4;2;3;6;0;1;3;4
1258;10.07.2026;19:01;47;1792;7,8333;7;да;28,4722;5,3359;17;2;3;3;5;1;6;0;0;0;4
1259;10.07.2026;20:01;58;1772;9,6667;9,5;да;31,5556;5,6174;17;2;4;2;3;3;6;0;0;2;4
1260;10.07.2026;21:01;62;1776;10,3333;9,5;да;21,8889;4,6786;17;3;2;4;3;3;6;0;2;0;4
1261;11.07.2026;12:01;86;1760;14,3333;15,5;да;14,2222;3,7712;20;9;4;2;0;6;6;0;2;3;1
1262;11.07.2026;13:01;81;1762;13,5;14,5;да;32,25;5,6789;20;2;3;3;4;2;6;0;0;1;1
1263;11.07.2026;14:01;71;1774;11,8333;13;да;19,4722;4,4127;17;4;1;5;2;4;6;0;2;2;3
1264;11.07.2026;15:01;80;1750;13,3333;15;да;31,5556;5,6174;20;4;6;0;0;6;6;0;0;2;2
1265;11.07.2026;16:01;89;1741;14,8333;15,5;да;21,1389;4,5977;20;6;3;3;2;4;6;0;2;1;1
1266;11.07.2026;17:01;71;1759;11,8333;12,5;да;27,8056;5,2731;19;2;3;3;3;3;6;0;2;0;2
1267;11.07.2026;18:01;65;1775;10,8333;10,5;да;27,4722;5,2414;20;2;5;1;2;4;6;0;2;0;2
1268;11.07.2026;19:01;87;1762;14,5;16,5;да;25,25;5,0249;19;5;1;5;5;1;6;0;0;1;2
1269;11.07.2026;20:01;83;1765;13,8333;15,5;да;30,1389;5,4899;18;2;5;1;1;5;6;0;1;1;1
1270;11.07.2026;21:01;66;1771;11;10,5;да;19,6667;4,4347;17;6;2;4;3;3;6;0;2;0;3
1271;12.07.2026;12:01;52;1778;8,6667;6,5;да;39,5556;6,2893;19;1;2;4;2;3;6;0;3;2;4
1272;12.07.2026;13:01;56;1786;9,3333;11;да;38,5556;6,2093;19;1;4;2;2;3;6;0;2;1;2
1273;12.07.2026;14:01;80;1768;13,3333;14,5;да;21,2222;4,6068;18;7;4;2;2;4;6;0;0;0;2
1274;12.07.2026;15:01;54;1785;9;9;нет;25,6667;5,0662;16;1;2;4;1;4;6;0;1;4;4
1275;12.07.2026;16:01;60;1770;10;10;да;40,6667;6,377;20;1;2;4;1;4;6;0;2;3;4
1276;12.07.2026;17:01;58;1780;9,6667;8;нет;18,8889;4,3461;19;6;4;2;2;4;6;0;2;0;4
1277;12.07.2026;18:01;58;1772;9,6667;10,5;да;23,2222;4,8189;16;1;2;4;2;3;6;0;1;3;3
1278;12.07.2026;19:01;68;1762;11,3333;11;да;32,2222;5,6765;20;3;2;4;3;3;6;0;1;2;3
1279;12.07.2026;20:01;36;1796;6;4,5;да;27;5,1962;16;1;4;2;3;2;6;0;1;2;5
1280;12.07.2026;21:01;75;1759;12,5;14;нет;44,25;6,6521;20;4;3;3;3;3;6;0;0;2;3
1281;13.07.2026;12:01;60;1770;10;9,5;да;23,3333;4,8305;17;4;2;4;3;3;6;0;1;1;4
1282;13.07.2026;13:01;66;1778;11;12,5;да;17,3333;4,1633;14;2;4;2;3;3;6;0;0;0;2
1283;13.07.2026;14:01;62;1768;10,3333;10,5;да;21,8889;4,6786;18;3;2;4;4;2;6;0;2;0;3
1284;13.07.2026;15:01;60;1770;10;10;да;18,6667;4,3205;16;3;2;4;3;3;6;0;1;2;4
1285;13.07.2026;16:01;76;1770;12,6667;14,5;да;25,2222;5,0222;18;3;4;2;2;4;6;0;2;2;1
1286;13.07.2026;17:01;59;1792;9,8333;10;да;1,1389;1,0672;11;8;3;3;2;4;6;0;2;1;4
1287;13.07.2026;18:01;59;1771;9,8333;9,5;да;25,8056;5,0799;19;3;3;3;3;3;6;0;2;0;4
1288;13.07.2026;19:01;71;1776;11,8333;11,5;да;17,8056;4,2197;17;6;3;3;3;3;6;0;2;0;2
1289;13.07.2026;20:01;37;1793;6,1667;5;да;24,8056;4,9805;16;1;5;1;1;4;6;0;2;3;5
1290;13.07.2026;21:01;53;1784;8,8333;8;да;6,1389;2,4777;13;6;1;5;4;2;6;0;1;1;5
1291;14.07.2026;12:01;63;1767;10,5;11;нет;32,9167;5,7373;19;2;3;3;3;3;6;0;2;0;2
1292;14.07.2026;13:01;75;1769;12,5;14;да;29,5833;5,4391;19;3;3;3;3;3;6;0;1;0;2
1293;14.07.2026;14:01;65;1765;10,8333;10,5;да;20,1389;4,4876;17;3;1;5;3;3;6;0;3;1;3
1294;14.07.2026;15:01;66;1764;11;12;да;26,6667;5,164;17;3;4;2;2;4;6;0;3;1;2
1295;14.07.2026;16:01;69;1761;11,5;11,5;да;30,9167;5,5603;20;3;3;3;3;3;6;0;1;1;3
1296;14.07.2026;17:01;46;1784;7,6667;6;да;27,5556;5,2493;16;2;4;2;3;3;6;0;1;2;4
1297;14.07.2026;18:01;67;1775;11,1667;12;да;34,4722;5,8713;19;1;3;3;2;3;6;0;1;2;2
1298;14.07.2026;19:01;58;1775;9,6667;11,5;нет;24,5556;4,9554;15;3;2;4;3;3;6;0;4;0;2
1299;14.07.2026;20:01;51;1782;8,5;9;да;19,9167;4,4628;14;3;1;5;5;1;6;0;2;0;4
1300;14.07.2026;21:01;42;1788;7;7;да;9,3333;3,055;11;2;4;2;3;3;6;0;2;0;5
1301;15.07.2026;12:01;66;1782;11;8,5;да;25,3333;5,0332;18;6;4;2;1;5;6;0;1;1;4
1302;15.07.2026;13:01;71;1779;11,8333;13;да;57,8056;7,603;20;1;3;3;1;4;6;0;1;3;3
1303;15.07.2026;14:01;57;1778;9,5;8;да;30,5833;5,5302;17;3;1;5;5;1;6;0;1;1;4
1304;15.07.2026;15:01;63;1780;10,5;12;да;31,25;5,5902;19;2;1;5;6;0;6;0;0;0;3
1305;15.07.2026;16:01;76;1754;12,6667;12;да;9,5556;3,0912;18;9;2;4;2;4;6;0;2;1;2
1306;15.07.2026;17:01;80;1750;13,3333;16,5;да;36,8889;6,0736;19;3;2;4;4;2;6;0;1;1;2
1307;15.07.2026;18:01;62;1768;10,3333;11,5;да;37,2222;6,101;19;2;2;4;4;2;6;0;2;0;3
1308;15.07.2026;19:01;57;1773;9,5;11;да;17,9167;4,2328;14;2;5;1;2;4;6;0;2;0;2
1309;15.07.2026;20:01;74;1756;12,3333;13;да;37,5556;6,1283;20;3;4;2;2;4;6;0;2;1;2
1310;15.07.2026;21:01;46;1788;7,6667;4,5;да;37,5556;6,1283;18;1;4;2;1;4;6;0;1;3;4
1311;16.07.2026;12:01;54;1793;9;7,5;нет;37;6,0828;17;2;2;4;4;2;6;0;2;1;4
1312;16.07.2026;13:01;53;1777;8,8333;8;да;42,1389;6,4914;19;1;1;5;3;2;6;0;2;2;4
1313;16.07.2026;14:01;56;1774;9,3333;8,5;да;24,2222;4,9216;17;3;2;4;4;2;6;0;2;0;3
1314;16.07.2026;15:01;49;1796;8,1667;7,5;да;15,1389;3,8909;16;3;3;3;3;3;6;0;1;1;5
1315;16.07.2026;16:01;67;1770;11,1667;9,5;да;21,1389;4,5977;20;7;3;3;2;4;6;0;1;1;3
1316;16.07.2026;17:01;67;1763;11,1667;11;да;54,1389;7,3579;20;2;5;1;2;4;6;0;1;2;3
1317;16.07.2026;18:01;77;1773;12,8333;14;да;41,1389;6,414;20;4;3;3;2;4;6;0;1;1;2
1318;16.07.2026;19:01;53;1777;8,8333;9,5;да;27,1389;5,2095;16;2;3;3;4;2;6;0;1;1;3
1319;16.07.2026;20:01;82;1748;13,6667;15;да;32,2222;5,6765;20;2;4;2;3;3;6;0;0;1;1
1320;16.07.2026;21:01;55;1778;9,1667;8;да;38,4722;6,2026;19;3;3;3;3;3;6;0;2;1;3
1321;17.07.2026;12:01;47;1783;7,8333;9;нет;24,4722;4,9469;15;1;3;3;2;3;6;0;3;1;4
1322;17.07.2026;13:01;58;1772;9,6667;9;да;22,5556;4,7493;17;4;2;4;4;2;6;0;0;1;4
1323;17.07.2026;14:01;52;1778;8,6667;7,5;да;29,2222;5,4058;18;2;4;2;3;3;6;0;0;1;4
1324;17.07.2026;15:01;42;1788;7;5,5;да;16,6667;4,0825;13;2;4;2;3;3;6;0;1;1;4
1325;17.07.2026;16:01;62;1768;10,3333;10,5;да;16,2222;4,0277;16;5;4;2;1;5;6;0;1;2;3
1326;17.07.2026;17:01;63;1786;10,5;8,5;да;41,5833;6,4485;19;2;3;3;4;2;6;0;2;0;3
1327;17.07.2026;18:01;77;1753;12,8333;14,5;да;40,4722;6,3618;20;3;3;3;3;3;6;0;2;1;2
1328;17.07.2026;19:01;65;1765;10,8333;10;да;36,1389;6,0116;19;3;1;5;4;2;6;0;1;1;4
1329;17.07.2026;20:01;62;1784;10,3333;10,5;да;24,8889;4,9889;16;3;4;2;2;4;6;0;2;2;3
1330;17.07.2026;21:01;72;1758;12;13,5;да;33,6667;5,8023;20;4;4;2;1;5;6;0;1;2;2
1331;18.07.2026;12:01;69;1761;11,5;10,5;да;28,9167;5,3774;19;5;3;3;3;3;6;0;2;0;3
1332;18.07.2026;13:01;50;1780;8,3333;7;да;22,2222;4,714;16;3;4;2;2;4;6;0;2;2;4
1333;18.07.2026;14:01;68;1782;11,3333;11,5;да;65,2222;8,076;20;2;4;2;3;3;6;0;1;0;3
1334;18.07.2026;15:01;63;1767;10,5;11,5;да;21,5833;4,6458;17;4;3;3;3;3;6;0;0;1;3
1335;18.07.2026;16:01;78;1765;13;13;да;9,6667;3,1091;18;8;2;4;3;3;6;0;1;0;2
1336;18.07.2026;17:01;61;1769;10,1667;10,5;да;32,4722;5,6984;17;1;3;3;2;3;6;0;2;2;3
1337;18.07.2026;18:01;87;1763;14,5;16;да;34,25;5,8523;20;4;3;3;3;3;6;0;0;1;2
1338;18.07.2026;19:01;73;1775;12,1667;13;да;32,4722;5,6984;18;4;3;3;2;4;6;0;0;2;3
1339;18.07.2026;20:01;43;1787;7,1667;7,5;да;22,4722;4,7405;15;1;3;3;2;3;6;0;3;1;4
1340;18.07.2026;21:01;65;1765;10,8333;12;да;30,1389;5,4899;18;2;5;1;1;5;6;0;3;0;2
1341;19.07.2026;12:01;45;1796;7,5;6;да;23,5833;4,8563;18;4;3;3;3;3;6;0;0;2;5
1342;19.07.2026;13:01;74;1756;12,3333;12,5;да;32,2222;5,6765;19;2;4;2;3;3;6;0;1;0;2
1343;19.07.2026;14:01;56;1774;9,3333;11;да;23,5556;4,8534;15;1;2;4;2;3;6;0;3;1;2
1344;19.07.2026;15:01;66;1764;11;9;да;42,6667;6,532;20;4;4;2;2;4;6;0;1;1;3
1345;19.07.2026;16:01;58;1772;9,6667;8,5;да;24,5556;4,9554;17;3;2;4;3;3;6;0;4;0;3
1346;19.07.2026;17:01;58;1772;9,6667;9,5;да;31,2222;5,5877;19;1;2;4;2;3;6;0;3;2;3
1347;19.07.2026;18:01;53;1777;8,8333;8,5;нет;32,4722;5,6984;16;2;3;3;3;3;6;0;2;1;3
1348;19.07.2026;19:01;55;1777;9,1667;10;да;31,1389;5,5802;16;2;3;3;3;3;6;0;1;2;4
1349;19.07.2026;20:01;96;1754;16;18;да;31;5,5678;20;4;4;2;2;4;6;0;0;2;1
1350;19.07.2026;21:01;74;1770;12,3333;14;нет;19,5556;4,4222;18;5;4;2;1;5;6;0;1;0;2
1351;20.07.2026;12:01;68;1762;11,3333;14;да;42,5556;6,5235;18;2;4;2;3;3;6;0;1;1;2
1352;20.07.2026;13:01;52;1783;8,6667;7;да;23,5556;4,8534;16;3;2;4;3;3;6;0;1;2;4
1353;20.07.2026;14:01;55;1777;9,1667;6;нет;57,4722;7,581;20;2;5;1;3;3;6;0;0;1;4
1354;20.07.2026;15:01;55;1776;9,1667;7;да;59,8056;7,7334;20;1;3;3;1;3;6;0;3;2;4
1355;20.07.2026;16:01;61;1769;10,1667;9,5;да;45,1389;6,7185;19;2;3;3;4;2;6;0;1;0;3
1356;20.07.2026;17:01;57;1773;9,5;9,5;да;31,5833;5,6199;18;1;3;3;2;3;6;0;1;1;4
1357;20.07.2026;18:01;76;1754;12,6667;14;да;25,8889;5,0881;19;5;0;6;5;1;6;0;1;0;2
1358;20.07.2026;19:01;77;1769;12,8333;14,5;да;25,1389;5,0139;19;4;3;3;2;4;6;0;0;4;2
1359;20.07.2026;20:01;54;1789;9;11;да;24,3333;4,9329;14;1;2;4;2;3;6;0;1;3;3
1360;20.07.2026;21:01;85;1775;14,1667;15;да;8,8056;2,9674;17;8;5;1;1;5;6;0;0;2;1
1361;21.07.2026;12:01;85;1760;14,1667;15;да;19,4722;4,4127;19;5;1;5;3;3;6;0;2;0;1
1362;21.07.2026;13:01;49;1781;8,1667;8,5;нет;7,8056;2,7939;12;3;3;3;2;4;6;0;2;1;4
1363;21.07.2026;14:01;51;1779;8,5;5,5;да;42,9167;6,5511;18;2;3;3;4;2;6;0;1;1;4
1364;21.07.2026;15:01;68;1762;11,3333;11;да;19,5556;4,4222;18;5;2;4;2;4;6;0;1;1;3
1365;21.07.2026;16:01;60;1772;10;9;да;49,3333;7,0238;20;2;6;0;2;4;6;0;1;0;3
1366;21.07.2026;17:01;64;1766;10,6667;11;да;16,5556;4,0689;16;4;4;2;1;5;6;0;0;3;3
1367;21.07.2026;18:01;63;1767;10,5;12;да;27,9167;5,2836;17;3;1;5;4;2;6;0;2;1;3
1368;21.07.2026;19:01;71;1775;11,8333;13,5;да;30,8056;5,5503;18;2;5;1;2;4;6;0;0;2;3
1369;21.07.2026;20:01;75;1772;12,5;13;да;15,5833;3,9476;17;7;3;3;3;3;6;0;0;0;2
1370;21.07.2026;21:01;54;1776;9;8;да;17,6667;4,2032;15;4;2;4;2;4;6;0;1;2;4
1371;22.07.2026;12:01;41;1794;6,8333;5;да;21,1389;4,5977;16;2;3;3;3;3;6;0;0;3;5
1372;22.07.2026;13:01;57;1773;9,5;9,5;да;24,25;4,9244;18;3;3;3;3;3;6;0;1;0;4
1373;22.07.2026;14:01;72;1758;12;13;да;30,6667;5,5378;19;2;2;4;3;3;6;0;1;2;3
1374;22.07.2026;15:01;80;1767;13,3333;14,5;да;17,5556;4,1899;17;5;2;4;4;2;6;0;0;1;1
1375;22.07.2026;16:01;87;1743;14,5;14,5;да;19,5833;4,4253;20;8;3;3;3;3;6;0;0;0;2
1376;22.07.2026;17:01;34;1807;5,6667;5,5;да;8,5556;2,925;11;1;2;4;3;2;6;0;3;1;6
1377;22.07.2026;18:01;70;1760;11,6667;13;да;35,5556;5,9629;20;3;4;2;2;4;6;0;1;1;2
1378;22.07.2026;19:01;60;1770;10;9;да;24,3333;4,9329;20;5;4;2;2;4;6;0;2;0;4
1379;22.07.2026;20:01;57;1773;9,5;8,5;да;35,5833;5,9652;20;1;3;3;2;3;6;0;3;1;3
1380;22.07.2026;21:01;64;1766;10,6667;11;да;28,2222;5,3125;19;3;2;4;3;3;6;0;2;1;3
1381;23.07.2026;12:01;49;1788;8,1667;7;да;32,1389;5,6691;17;1;1;5;4;1;6;0;2;1;4
1382;23.07.2026;13:01;80;1750;13,3333;14;нет;31,8889;5,647;20;4;4;2;1;5;6;0;0;3;2
1383;23.07.2026;14:01;60;1780;10;9;да;23;4,7958;20;5;4;2;2;4;6;0;2;0;3
1384;23.07.2026;15:01;65;1765;10,8333;10,5;да;38,4722;6,2026;19;2;3;3;4;2;6;0;1;0;3
1385;23.07.2026;16:01;56;1774;9,3333;8;да;42,2222;6,4979;19;2;2;4;5;1;6;0;1;1;4
1386;23.07.2026;17:01;69;1769;11,5;10;да;13,5833;3,6856;17;8;3;3;2;4;6;0;0;2;4
1387;23.07.2026;18:01;72;1758;12;13,5;да;39,3333;6,2716;20;3;2;4;4;2;6;0;1;1;3
1388;23.07.2026;19:01;38;1792;6,3333;5,5;да;15,5556;3,9441;14;2;4;2;3;3;6;0;2;0;5
1389;23.07.2026;20:01;58;1772;9,6667;10,5;да;28,8889;5,3748;16;2;4;2;2;4;6;0;1;2;3
1390;23.07.2026;21:01;62;1768;10,3333;11,5;да;32,2222;5,6765;18;2;4;2;2;4;6;0;1;1;3
